Date,Id,League,Account,Action,Stash,Item
"2024-09-18T20:45:08.000Z",3190568401,"Settlers","Tio1122","modified","$","2027× Blacksmith's Whetstone"
"2024-09-18T20:45:08.000Z",3190568388,"Settlers","Tio1122","modified","$","3421× Orb of Transmutation"
"2024-09-18T20:45:07.000Z",3190568374,"Settlers","Tio1122","modified","$","1470× Orb of Alteration"
"2024-09-18T20:45:07.000Z",3190568360,"Settlers","Tio1122","modified","$","493× Instilling Orb"
"2024-09-18T20:45:06.000Z",3190568341,"Settlers","Tio1122","added","17","level 1 8% Fork Support"
"2024-09-18T20:45:06.000Z",3190568337,"Settlers","Tio1122","modified","$","512× Orb of Regret"
"2024-09-18T20:45:05.000Z",3190568321,"Settlers","Tio1122","modified","$","4508× Orb of Augmentation"
"2024-09-18T20:45:05.000Z",3190568311,"Settlers","Tio1122","modified","F","86× Timeless Templar Splinter"
"2024-09-18T20:45:05.000Z",3190568302,"Settlers","Tio1122","modified","$","293× Lesser Eldritch Ember"
"2024-09-18T20:45:05.000Z",3190568288,"Settlers","Tio1122","modified","$","417× Orb of Binding"
"2024-09-18T20:45:04.000Z",3190568276,"Settlers","Tio1122","modified","$","1713× Orb of Alchemy"
"2024-09-18T20:45:04.000Z",3190568265,"Settlers","Tio1122","modified","$","475× Orb of Scouring"
"2024-09-18T20:45:03.000Z",3190568249,"Settlers","Tio1122","modified","F","40× Delirium Scarab of Paranoia"
"2024-09-18T20:45:03.000Z",3190568233,"Settlers","Tio1122","modified","$","3476× Orb of Chance"
"2024-09-18T20:45:03.000Z",3190568220,"Settlers","Tio1122","modified","F","71× Harbinger Scarab"
"2024-09-18T20:45:03.000Z",3190568213,"Settlers","Tio1122","added","17","level 1 18% Iron Will Support"
"2024-09-18T20:45:02.000Z",3190568201,"Settlers","Tio1122","added","M","Freezing Alleyways Map of Bloodlines (T15)"
"2024-09-18T20:45:01.000Z",3190568165,"Settlers","Tio1122","modified","$","783× Chaos Orb"
"2024-09-18T20:45:01.000Z",3190568164,"Settlers","Tio1122","added","M","Forbidden Refuge Pit Map (T15)"
"2024-09-18T20:45:01.000Z",3190568152,"Settlers","Tio1122","modified","F","111× Essence Scarab"
"2024-09-18T20:44:59.000Z",3190568097,"Settlers","Tio1122","added","17","level 1 9% Ancestral Call Support"
"2024-09-18T20:44:59.000Z",3190568080,"Settlers","Tio1122","modified","$","67× Glassblower's Bauble"
"2024-09-18T20:44:58.000Z",3190568071,"Settlers","Tio1122","modified","F","56× Splinter of Tul"
"2024-09-18T20:44:57.000Z",3190568056,"Settlers","Tio1122","modified","$","232× Vaal Orb"
"2024-09-18T20:44:57.000Z",3190568049,"Settlers","Tio1122","added","17","level 1 7% Returning Projectiles Support"
"2024-09-18T20:44:56.000Z",3190568017,"Settlers","Tio1122","modified","$","362× Enkindling Orb"
"2024-09-18T20:44:56.000Z",3190568011,"Settlers","Tio1122","modified","F","83× Essence Scarab of Stability"
"2024-09-18T20:44:56.000Z",3190568007,"Settlers","Tio1122","added","17","level 1 6% Blasphemy Support"
"2024-09-18T20:44:54.000Z",3190567968,"Settlers","Tio1122","modified","$","51× Gemcutter's Prism"
"2024-09-18T20:44:54.000Z",3190567959,"Settlers","Tio1122","modified","F","53× Delirium Scarab"
"2024-09-18T20:44:53.000Z",3190567937,"Settlers","Tio1122","modified","F","72× Sacrifice at Dawn"
"2024-09-18T20:44:52.000Z",3190567932,"Settlers","Tio1122","modified","$","199× Blessed Orb"
"2024-09-18T20:44:52.000Z",3190567931,"Settlers","Tio1122","modified","D","2× The Dragon"
"2024-09-18T20:44:52.000Z",3190567926,"Settlers","Tio1122","modified","F","24× Abyss Scarab of Multitudes"
"2024-09-18T20:44:51.000Z",3190567900,"Settlers","Tio1122","modified","$","83× Orb of Unmaking"
"2024-09-18T20:42:09.000Z",3190564359,"Settlers","Tio1122","added","16","Granite Flask"
"2024-09-18T20:42:08.000Z",3190564339,"Settlers","Tio1122","modified","$","1897× Chromatic Orb"
"2024-09-18T20:42:08.000Z",3190564326,"Settlers","Tio1122","modified","$","4494× Orb of Augmentation"
"2024-09-18T20:42:07.000Z",3190564321,"Settlers","Tio1122","modified","$","3395× Orb of Transmutation"
"2024-09-18T20:42:07.000Z",3190564316,"Settlers","Tio1122","modified","$","3468× Orb of Chance"
"2024-09-18T20:42:07.000Z",3190564309,"Settlers","Tio1122","modified","$","2025× Blacksmith's Whetstone"
"2024-09-18T20:42:06.000Z",3190564299,"Settlers","Tio1122","modified","$","778× Chaos Orb"
"2024-09-18T20:42:06.000Z",3190564279,"Settlers","Tio1122","modified","$","3448× Orb of Chance"
"2024-09-18T20:42:05.000Z",3190564266,"Settlers","Tio1122","modified","$","3387× Orb of Transmutation"
"2024-09-18T20:42:05.000Z",3190564252,"Settlers","Tio1122","modified","$","216× Regal Orb"
"2024-09-18T20:42:04.000Z",3190564243,"Settlers","Tio1122","modified","$","1893× Chromatic Orb"
"2024-09-18T20:42:04.000Z",3190564230,"Settlers","Tio1122","modified","$","50× Gemcutter's Prism"
"2024-09-18T20:42:04.000Z",3190564208,"Settlers","Tio1122","modified","$","463× Orb of Scouring"
"2024-09-18T20:42:03.000Z",3190564197,"Settlers","Tio1122","modified","$","82× Orb of Unmaking"
"2024-09-18T20:42:03.000Z",3190564186,"Settlers","Tio1122","modified","$","3428× Orb of Chance"
"2024-09-18T20:42:02.000Z",3190564137,"Settlers","Tio1122","removed","$","3× Time Rune"
"2024-09-18T20:41:59.000Z",3190564031,"Settlers","Tio1122","added","$","3× Time Rune"
"2024-09-18T20:41:58.000Z",3190564023,"Settlers","Tio1122","added","16","Abundant Amethyst Flask of Surefootedness"
"2024-09-18T20:41:58.000Z",3190564013,"Settlers","Tio1122","modified","$","491× Instilling Orb"
"2024-09-18T20:41:57.000Z",3190563975,"Settlers","Tio1122","modified","$","1702× Orb of Alchemy"
"2024-09-18T20:41:57.000Z",3190563962,"Settlers","Tio1122","modified","$","2001× Armourer's Scrap"
"2024-09-18T20:41:56.000Z",3190563942,"Settlers","Tio1122","modified","$","1462× Orb of Alteration"
"2024-09-18T20:41:55.000Z",3190563934,"Settlers","Tio1122","modified","$","507× Orb of Regret"
"2024-09-18T20:41:55.000Z",3190563929,"Settlers","Tio1122","modified","$","3408× Orb of Chance"
"2024-09-18T20:41:54.000Z",3190563907,"Settlers","Tio1122","modified","$","1460× Orb of Alteration"
"2024-09-18T20:41:54.000Z",3190563887,"Settlers","Tio1122","modified","$","3688× Jeweller's Orb"
"2024-09-18T20:41:53.000Z",3190563885,"Settlers","Tio1122","modified","$","65× Glassblower's Bauble"
"2024-09-18T20:41:53.000Z",3190563881,"Settlers","Tio1122","modified","$","4464× Orb of Augmentation"
"2024-09-18T20:41:53.000Z",3190563868,"Settlers","Tio1122","modified","$","2964× Orb of Fusing"
"2024-09-18T20:41:52.000Z",3190563849,"Settlers","Tio1122","modified","$","3668× Jeweller's Orb"
"2024-09-18T20:41:52.000Z",3190563840,"Settlers","Tio1122","modified","$","3× Divine Orb"
"2024-09-18T20:41:51.000Z",3190563828,"Settlers","Tio1122","modified","$","198× Blessed Orb"
"2024-09-18T20:41:51.000Z",3190563822,"Settlers","Tio1122","modified","$","447× Orb of Horizons"
"2024-09-18T20:41:51.000Z",3190563811,"Settlers","Tio1122","modified","$","413× Orb of Binding"
"2024-09-18T20:41:50.000Z",3190563798,"Settlers","Tio1122","modified","$","37× Orb of Annulment"
"2024-09-18T20:41:50.000Z",3190563785,"Settlers","Tio1122","modified","$","227× Vaal Orb"
"2024-09-18T20:41:49.000Z",3190563775,"Settlers","Tio1122","modified","$","144× Cartographer's Chisel"
"2024-09-18T20:41:49.000Z",3190563767,"Settlers","Tio1122","modified","$","249× Stacked Deck"
"2024-09-18T20:41:48.000Z",3190563761,"Settlers","Tio1122","modified","$","359× Enkindling Orb"
"2024-09-18T20:41:48.000Z",3190563745,"Settlers","Tio1122","modified","$","170× Bound Rune"
"2024-09-18T20:41:47.000Z",3190563725,"Settlers","Tio1122","modified","$","52× River Rune"
"2024-09-18T20:41:47.000Z",3190563712,"Settlers","Tio1122","modified","$","68× War Rune"
"2024-09-18T20:41:46.000Z",3190563698,"Settlers","Tio1122","modified","$","97× Sun Rune"
"2024-09-18T20:41:46.000Z",3190563683,"Settlers","Tio1122","modified","$","15× Mountain Rune"
"2024-09-18T20:41:46.000Z",3190563672,"Settlers","Tio1122","modified","$","180× Life Rune"
"2024-09-18T20:41:43.000Z",3190563611,"Settlers","Tio1122","removed","$","3× Time Rune"
"2024-09-18T20:38:38.000Z",3190560056,"Settlers","ThrarThylnenfallën","modified","$","26426× Rogue's Marker"
"2024-09-18T20:38:37.000Z",3190560019,"Settlers","ThrarThylnenfallën","removed","4","264× Rogue's Marker"
"2024-09-18T20:38:36.000Z",3190559979,"Settlers","ThrarThylnenfallën","modified","$","3347× Orb of Transmutation"
"2024-09-18T20:38:35.000Z",3190559969,"Settlers","ThrarThylnenfallën","modified","$","1690× Orb of Alchemy"
"2024-09-18T20:38:35.000Z",3190559968,"Settlers","ThrarThylnenfallën","added","4","264× Rogue's Marker"
"2024-09-18T20:38:35.000Z",3190559957,"Settlers","ThrarThylnenfallën","modified","$","406× Orb of Binding"
"2024-09-18T20:38:35.000Z",3190559949,"Settlers","ThrarThylnenfallën","modified","$","453× Orb of Scouring"
"2024-09-18T20:38:35.000Z",3190559948,"Settlers","ThrarThylnenfallën","modified","F","64× Timeless Maraketh Splinter"
"2024-09-18T20:38:34.000Z",3190559937,"Settlers","ThrarThylnenfallën","modified","$","225× Vaal Orb"
"2024-09-18T20:38:33.000Z",3190559909,"Settlers","ThrarThylnenfallën","modified","4","10× Astragali"
"2024-09-18T20:37:22.000Z",3190558321,"Settlers","ThrarThylnenfallën","added","4","Imperfect Forest Warrior"
"2024-09-18T20:37:20.000Z",3190558281,"Settlers","ThrarThylnenfallën","added","4","Imperfect Forest Warrior"
"2024-09-18T20:37:19.000Z",3190558204,"Settlers","ThrarThylnenfallën","modified","$","3663× Jeweller's Orb"
"2024-09-18T20:37:18.000Z",3190558187,"Settlers","ThrarThylnenfallën","modified","$","26162× Rogue's Marker"
"2024-09-18T20:37:18.000Z",3190558169,"Settlers","ThrarThylnenfallën","modified","F","26× Ritual Splinter"
"2024-09-18T20:37:18.000Z",3190558152,"Settlers","ThrarThylnenfallën","modified","D","18× Three Faces in the Dark"
"2024-09-18T20:37:17.000Z",3190558132,"Settlers","ThrarThylnenfallën","modified","$","3346× Orb of Transmutation"
"2024-09-18T20:37:15.000Z",3190558046,"Settlers","ThrarThylnenfallën","modified","$","1689× Orb of Alchemy"
"2024-09-18T20:37:12.000Z",3190557963,"Settlers","ThrarThylnenfallën","modified","$","1672× Orb of Alchemy"
"2024-09-18T20:37:07.000Z",3190557834,"Settlers","ThrarThylnenfallën","removed","M","Armoury Map (T14)"
"2024-09-18T20:37:06.000Z",3190557807,"Settlers","ThrarThylnenfallën","removed","M","Armoury Map (T14)"
"2024-09-18T20:37:06.000Z",3190557802,"Settlers","ThrarThylnenfallën","removed","M","Armoury Map (T14)"
"2024-09-18T20:37:04.000Z",3190557763,"Settlers","ThrarThylnenfallën","removed","M","Armoury Map (T14)"
"2024-09-18T20:30:28.000Z",3190547789,"Settlers","DrScramble","removed","$","Ancient Orb"
"2024-09-18T20:30:12.000Z",3190547393,"Settlers","ThrarThylnenfallën","added","U","The Siege Small Cluster Jewel"
"2024-09-18T20:29:41.000Z",3190546842,"Settlers","ThrarThylnenfallën","modified","$","405× Orb of Binding"
"2024-09-18T20:29:41.000Z",3190546837,"Settlers","ThrarThylnenfallën","added","17","level 1 7% Freezing Pulse"
"2024-09-18T20:29:10.000Z",3190546092,"Settlers","ThrarThylnenfallën","modified","F","58× Bestiary Scarab"
"2024-09-18T20:29:10.000Z",3190546091,"Settlers","ThrarThylnenfallën","modified","$","478× Instilling Orb"
"2024-09-18T20:29:10.000Z",3190546082,"Settlers","ThrarThylnenfallën","modified","D","181× Simulacrum Splinter"
"2024-09-18T20:29:08.000Z",3190546052,"Settlers","ThrarThylnenfallën","modified","$","452× Orb of Scouring"
"2024-09-18T20:29:08.000Z",3190546051,"Settlers","ThrarThylnenfallën","modified","$","1692× Orb of Alchemy"
"2024-09-18T20:29:08.000Z",3190546048,"Settlers","ThrarThylnenfallën","modified","$","2946× Orb of Fusing"
"2024-09-18T20:29:07.000Z",3190546017,"Settlers","ThrarThylnenfallën","modified","D","5× The Fortunate"
"2024-09-18T20:29:07.000Z",3190546016,"Settlers","ThrarThylnenfallën","modified","E","87× Screaming Essence of Contempt"
"2024-09-18T20:29:07.000Z",3190546008,"Settlers","ThrarThylnenfallën","modified","$","1873× Chromatic Orb"
"2024-09-18T20:29:06.000Z",3190546001,"Settlers","ThrarThylnenfallën","modified","D","17× Three Faces in the Dark"
"2024-09-18T20:29:06.000Z",3190546000,"Settlers","ThrarThylnenfallën","modified","D","2× Rats"
"2024-09-18T20:29:06.000Z",3190545989,"Settlers","ThrarThylnenfallën","modified","$","25141× Rogue's Marker"
"2024-09-18T20:29:06.000Z",3190545981,"Settlers","ThrarThylnenfallën","modified","$","1975× Armourer's Scrap"
"2024-09-18T20:29:05.000Z",3190545973,"Settlers","ThrarThylnenfallën","modified","$","3662× Jeweller's Orb"
"2024-09-18T20:29:05.000Z",3190545967,"Settlers","ThrarThylnenfallën","modified","F","21× Ritual Splinter"
"2024-09-18T20:29:05.000Z",3190545960,"Settlers","ThrarThylnenfallën","modified","$","74× Orb of Unmaking"
"2024-09-18T20:29:04.000Z",3190545948,"Settlers","ThrarThylnenfallën","modified","$","2015× Blacksmith's Whetstone"
"2024-09-18T20:29:04.000Z",3190545938,"Settlers","ThrarThylnenfallën","modified","$","3345× Orb of Transmutation"
"2024-09-18T20:29:04.000Z",3190545933,"Settlers","ThrarThylnenfallën","modified","F","29× Splinter of Uul-Netol"
"2024-09-18T20:29:03.000Z",3190545923,"Settlers","ThrarThylnenfallën","modified","$","224× Vaal Orb"
"2024-09-18T20:29:03.000Z",3190545913,"Settlers","ThrarThylnenfallën","modified","$","1440× Orb of Alteration"
"2024-09-18T20:29:02.000Z",3190545903,"Settlers","ThrarThylnenfallën","modified","$","3400× Orb of Chance"
"2024-09-18T20:29:02.000Z",3190545902,"Settlers","ThrarThylnenfallën","modified","$","47× Gemcutter's Prism"
"2024-09-18T20:29:02.000Z",3190545891,"Settlers","ThrarThylnenfallën","modified","$","216× Lesser Eldritch Ichor"
"2024-09-18T20:29:02.000Z",3190545886,"Settlers","ThrarThylnenfallën","modified","$","4447× Orb of Augmentation"
"2024-09-18T20:26:37.000Z",3190542018,"Settlers","ThrarThylnenfallën","added","4","Ventor's Gamble Gold Ring"
"2024-09-18T20:26:15.000Z",3190541484,"Settlers","DrScramble","added","3","Singular Scouting Report"
"2024-09-18T20:26:12.000Z",3190541429,"Settlers","DrScramble","removed","$","Singular Scouting Report"
"2024-09-18T20:25:46.000Z",3190540738,"Settlers","ThrarThylnenfallën","modified","D","165× Simulacrum Splinter"
"2024-09-18T20:25:40.000Z",3190540598,"Settlers","ThrarThylnenfallën","added","M","Toxic Sewer Map (T16)"
"2024-09-18T20:25:38.000Z",3190540533,"Settlers","ThrarThylnenfallën","modified","$","46× Greater Eldritch Ichor"
"2024-09-18T20:25:36.000Z",3190540493,"Settlers","ThrarThylnenfallën","modified","$","60× Glassblower's Bauble"
"2024-09-18T20:25:35.000Z",3190540472,"Settlers","ThrarThylnenfallën","modified","$","36× Greater Eldritch Ichor"
"2024-09-18T20:25:34.000Z",3190540442,"Settlers","ThrarThylnenfallën","modified","$","46× Gemcutter's Prism"
"2024-09-18T20:25:33.000Z",3190540426,"Settlers","ThrarThylnenfallën","modified","F","70× Divination Scarab of The Cloister"
"2024-09-18T20:25:31.000Z",3190540350,"Settlers","ThrarThylnenfallën","added","$","Singular Scouting Report"
"2024-09-18T20:24:40.000Z",3190538938,"Settlers","DrScramble","added","M","Malformation Map (T10)"
"2024-09-18T20:24:39.000Z",3190538906,"Settlers","DrScramble","modified","$","26× Greater Eldritch Ichor"
"2024-09-18T20:24:39.000Z",3190538905,"Settlers","DrScramble","added","M","Dry Sea Map (T14)"
"2024-09-18T20:24:39.000Z",3190538898,"Settlers","DrScramble","modified","$","3659× Jeweller's Orb"
"2024-09-18T20:24:38.000Z",3190538885,"Settlers","DrScramble","modified","$","1435× Orb of Alteration"
"2024-09-18T20:24:38.000Z",3190538879,"Settlers","DrScramble","modified","$","764× Chaos Orb"
"2024-09-18T20:24:38.000Z",3190538873,"Settlers","DrScramble","modified","F","41× Breach Scarab of Splintering"
"2024-09-18T20:24:37.000Z",3190538861,"Settlers","DrScramble","modified","$","2013× Blacksmith's Whetstone"
"2024-09-18T20:24:37.000Z",3190538855,"Settlers","DrScramble","added","M","Cells Map (T16)"
"2024-09-18T20:24:37.000Z",3190538842,"Settlers","DrScramble","modified","$","1688× Orb of Alchemy"
"2024-09-18T20:24:36.000Z",3190538836,"Settlers","DrScramble","modified","$","45× Gemcutter's Prism"
"2024-09-18T20:24:36.000Z",3190538822,"Settlers","DrScramble","modified","F","51× Anarchy Scarab of Gigantification"
"2024-09-18T20:24:35.000Z",3190538811,"Settlers","DrScramble","added","$","Grand Eldritch Ichor"
"2024-09-18T20:24:35.000Z",3190538797,"Settlers","DrScramble","modified","F","69× Divination Scarab of The Cloister"
"2024-09-18T20:24:34.000Z",3190538790,"Settlers","DrScramble","modified","F","28× Titanic Scarab of Treasures"
"2024-09-18T20:24:34.000Z",3190538781,"Settlers","DrScramble","modified","$","8× Tainted Blacksmith's Whetstone"
"2024-09-18T20:24:34.000Z",3190538768,"Settlers","DrScramble","modified","F","62× Blight Scarab"
"2024-09-18T20:24:33.000Z",3190538754,"Settlers","DrScramble","modified","F","123× Influencing Scarab of the Elder"
"2024-09-18T20:24:33.000Z",3190538738,"Settlers","DrScramble","modified","$","16× Greater Eldritch Ichor"
"2024-09-18T20:18:02.000Z",3190529228,"Settlers","DrScramble","modified","3","12× Explorer's Scouting Report"
"2024-09-18T20:17:53.000Z",3190529029,"Settlers","DrScramble","removed","$","Explorer's Scouting Report"
"2024-09-18T20:17:45.000Z",3190528851,"Settlers","ThrarThylnenfallën","modified","$","2844× Scroll of Wisdom"
"2024-09-18T20:17:45.000Z",3190528840,"Settlers","ThrarThylnenfallën","modified","$","580× Portal Scroll"
"2024-09-18T20:17:44.000Z",3190528815,"Settlers","ThrarThylnenfallën","modified","$","542× Portal Scroll"
"2024-09-18T20:17:43.000Z",3190528798,"Settlers","ThrarThylnenfallën","modified","$","2805× Scroll of Wisdom"
"2024-09-18T20:16:49.000Z",3190527843,"Settlers","ThrarThylnenfallën","modified","D","116× Simulacrum Splinter"
"2024-09-18T20:16:45.000Z",3190527762,"Settlers","ThrarThylnenfallën","added","4","Expedition Logbook"
"2024-09-18T20:16:33.000Z",3190527587,"Settlers","ThrarThylnenfallën","added","M","Toxic Sewer Map (T16)"
"2024-09-18T20:16:32.000Z",3190527576,"Settlers","ThrarThylnenfallën","added","M","Cells Map (T16)"
"2024-09-18T20:16:32.000Z",3190527571,"Settlers","ThrarThylnenfallën","added","M","Toxic Sewer Map (T16)"
"2024-09-18T20:16:32.000Z",3190527570,"Settlers","ThrarThylnenfallën","added","M","Toxic Sewer Map (T16)"
"2024-09-18T20:16:32.000Z",3190527558,"Settlers","ThrarThylnenfallën","added","M","Toxic Sewer Map (T16)"
"2024-09-18T20:16:30.000Z",3190527541,"Settlers","ThrarThylnenfallën","modified","E","71× Screaming Essence of Torment"
"2024-09-18T20:16:30.000Z",3190527537,"Settlers","ThrarThylnenfallën","modified","$","1425× Orb of Alteration"
"2024-09-18T20:16:30.000Z",3190527528,"Settlers","ThrarThylnenfallën","modified","$","1682× Orb of Alchemy"
"2024-09-18T20:16:29.000Z",3190527524,"Settlers","ThrarThylnenfallën","modified","E","85× Screaming Essence of Anger"
"2024-09-18T20:16:29.000Z",3190527518,"Settlers","ThrarThylnenfallën","modified","E","94× Screaming Essence of Greed"
"2024-09-18T20:16:28.000Z",3190527513,"Settlers","ThrarThylnenfallën","modified","E","66× Screaming Essence of Sorrow"
"2024-09-18T20:16:24.000Z",3190527449,"Settlers","DrScramble","added","2","Forbidden Tome"
"2024-09-18T20:16:18.000Z",3190527338,"Settlers","DrScramble","modified","$","762× Chaos Orb"
"2024-09-18T20:16:16.000Z",3190527296,"Settlers","DrScramble","modified","F","104× Incursion Scarab"
"2024-09-18T20:16:15.000Z",3190527290,"Settlers","DrScramble","modified","$","20× Tainted Jeweller's Orb"
"2024-09-18T20:16:13.000Z",3190527228,"Settlers","DrScramble","modified","$","3654× Jeweller's Orb"
"2024-09-18T20:16:12.000Z",3190527207,"Settlers","DrScramble","modified","$","142× Cartographer's Chisel"
"2024-09-18T20:16:12.000Z",3190527203,"Settlers","DrScramble","modified","F","91× Anarchy Scarab"
"2024-09-18T20:16:12.000Z",3190527196,"Settlers","DrScramble","modified","$","1678× Orb of Alchemy"
"2024-09-18T20:16:11.000Z",3190527190,"Settlers","DrScramble","modified","F","21× Breach Scarab"
"2024-09-18T20:16:11.000Z",3190527177,"Settlers","DrScramble","modified","F","46× Betrayal Scarab of Intelligence"
"2024-09-18T20:16:09.000Z",3190527155,"Settlers","DrScramble","modified","$","222× Vaal Orb"
"2024-09-18T20:08:57.000Z",3190517785,"Settlers","ThrarThylnenfallën","modified","$","582× Portal Scroll"
"2024-09-18T20:08:56.000Z",3190517769,"Settlers","ThrarThylnenfallën","modified","$","2845× Scroll of Wisdom"
"2024-09-18T20:08:55.000Z",3190517730,"Settlers","ThrarThylnenfallën","modified","$","549× Portal Scroll"
"2024-09-18T20:08:55.000Z",3190517707,"Settlers","ThrarThylnenfallën","modified","$","2835× Scroll of Wisdom"
"2024-09-18T20:08:36.000Z",3190517259,"Settlers","ThrarThylnenfallën","added","M","Dark Forest Map (T16)"
"2024-09-18T20:08:36.000Z",3190517252,"Settlers","ThrarThylnenfallën","modified","D","54× Simulacrum Splinter"
"2024-09-18T20:08:34.000Z",3190517234,"Settlers","ThrarThylnenfallën","modified","$","12× Annulment Shard"
"2024-09-18T20:08:34.000Z",3190517223,"Settlers","ThrarThylnenfallën","modified","O","20× Violet Oil"
"2024-09-18T20:08:33.000Z",3190517217,"Settlers","ThrarThylnenfallën","modified","O","2× Crimson Oil"
"2024-09-18T20:08:33.000Z",3190517204,"Settlers","ThrarThylnenfallën","added","M","Superior Relic Chambers Map (T16)"
"2024-09-18T20:08:32.000Z",3190517196,"Settlers","ThrarThylnenfallën","modified","$","15× Chaos Shard"
"2024-09-18T20:08:32.000Z",3190517190,"Settlers","ThrarThylnenfallën","modified","$","1420× Orb of Alteration"
"2024-09-18T20:08:31.000Z",3190517181,"Settlers","ThrarThylnenfallën","modified","$","44× Gemcutter's Prism"
"2024-09-18T20:08:31.000Z",3190517175,"Settlers","ThrarThylnenfallën","added","M","Moon Temple Map (T16)"
"2024-09-18T20:08:30.000Z",3190517159,"Settlers","ThrarThylnenfallën","modified","$","3647× Jeweller's Orb"
"2024-09-18T20:08:27.000Z",3190517095,"Settlers","DrScramble","modified","$","760× Chaos Orb"
"2024-09-18T20:08:26.000Z",3190517084,"Settlers","DrScramble","modified","$","43× Gemcutter's Prism"
"2024-09-18T20:08:26.000Z",3190517075,"Settlers","DrScramble","modified","$","59× Glassblower's Bauble"
"2024-09-18T20:08:26.000Z",3190517067,"Settlers","DrScramble","modified","$","1414× Orb of Alteration"
"2024-09-18T20:08:22.000Z",3190516997,"Settlers","DrScramble","modified","F","45× Ultimatum Scarab of Bribing"
"2024-09-18T20:08:22.000Z",3190516982,"Settlers","DrScramble","modified","F","34× Expedition Scarab of Verisium Powder"
"2024-09-18T20:08:21.000Z",3190516934,"Settlers","DrScramble","modified","F","61× Blight Scarab"
"2024-09-18T20:08:20.000Z",3190516915,"Settlers","DrScramble","modified","F","21× Delirium Scarab of Delusions"
"2024-09-18T20:08:19.000Z",3190516896,"Settlers","DrScramble","modified","$","1672× Orb of Alchemy"
"2024-09-18T20:08:18.000Z",3190516889,"Settlers","DrScramble","modified","$","2009× Blacksmith's Whetstone"
"2024-09-18T20:08:18.000Z",3190516877,"Settlers","DrScramble","modified","F","31× Bestiary Scarab of the Herd"
"2024-09-18T20:08:18.000Z",3190516870,"Settlers","DrScramble","modified","F","19× Incursion Scarab of Invasion"
"2024-09-18T20:08:17.000Z",3190516855,"Settlers","DrScramble","modified","$","1411× Orb of Alteration"
"2024-09-18T20:08:16.000Z",3190516848,"Settlers","DrScramble","added","M","Grotto Map (T16)"
"2024-09-18T20:08:16.000Z",3190516841,"Settlers","DrScramble","modified","F","42× Scarab of Adversaries"
"2024-09-18T20:08:16.000Z",3190516833,"Settlers","DrScramble","modified","$","3642× Jeweller's Orb"
"2024-09-18T20:08:15.000Z",3190516820,"Settlers","DrScramble","modified","F","29× Domination Scarab of Apparitions"
"2024-09-18T20:08:15.000Z",3190516812,"Settlers","DrScramble","added","U","The Poised Prism Primal Arrow Quiver"
"2024-09-18T20:08:14.000Z",3190516806,"Settlers","DrScramble","added","U","Dendrobate Sentinel Jacket"
"2024-09-18T20:00:48.000Z",3190506125,"Settlers","ThrarThylnenfallën","modified","$","248× Stacked Deck"
"2024-09-18T20:00:48.000Z",3190506124,"Settlers","ThrarThylnenfallën","added","M","Vault Map (T16)"
"2024-09-18T20:00:48.000Z",3190506123,"Settlers","ThrarThylnenfallën","added","D","25× Simulacrum Splinter"
"2024-09-18T20:00:48.000Z",3190506122,"Settlers","ThrarThylnenfallën","removed","D","260× Simulacrum Splinter"
"2024-09-18T20:00:48.000Z",3190506121,"Settlers","ThrarThylnenfallën","modified","D","21× Simulacrum"
"2024-09-18T20:00:47.000Z",3190506111,"Settlers","ThrarThylnenfallën","modified","$","72× Orb of Unmaking"
"2024-09-18T20:00:47.000Z",3190506110,"Settlers","ThrarThylnenfallën","modified","F","71× Torment Scarab of Peculiarity"
"2024-09-18T20:00:47.000Z",3190506099,"Settlers","ThrarThylnenfallën","added","M","Vault Map (T16)"
"2024-09-18T19:53:06.000Z",3190494243,"Settlers","DrScramble","modified","$","3330× Orb of Transmutation"
"2024-09-18T19:53:06.000Z",3190494224,"Settlers","DrScramble","modified","$","3370× Orb of Transmutation"
"2024-09-18T19:53:05.000Z",3190494200,"Settlers","DrScramble","modified","$","3410× Orb of Transmutation"
"2024-09-18T19:53:04.000Z",3190494179,"Settlers","DrScramble","modified","$","3450× Orb of Transmutation"
"2024-09-18T19:53:03.000Z",3190494163,"Settlers","DrScramble","modified","$","3490× Orb of Transmutation"
"2024-09-18T19:53:02.000Z",3190494139,"Settlers","DrScramble","modified","$","3530× Orb of Transmutation"
"2024-09-18T19:53:01.000Z",3190494121,"Settlers","DrScramble","modified","$","3570× Orb of Transmutation"
"2024-09-18T19:53:00.000Z",3190494102,"Settlers","DrScramble","modified","$","3610× Orb of Transmutation"
"2024-09-18T19:52:59.000Z",3190494084,"Settlers","DrScramble","modified","$","3650× Orb of Transmutation"
"2024-09-18T19:52:58.000Z",3190494071,"Settlers","DrScramble","modified","$","3690× Orb of Transmutation"
"2024-09-18T19:52:57.000Z",3190494049,"Settlers","DrScramble","modified","$","3730× Orb of Transmutation"
"2024-09-18T19:52:56.000Z",3190494030,"Settlers","DrScramble","modified","$","3770× Orb of Transmutation"
"2024-09-18T19:52:55.000Z",3190494016,"Settlers","DrScramble","modified","$","3810× Orb of Transmutation"
"2024-09-18T19:52:55.000Z",3190494001,"Settlers","DrScramble","modified","$","3850× Orb of Transmutation"
"2024-09-18T19:52:54.000Z",3190493981,"Settlers","DrScramble","modified","$","3890× Orb of Transmutation"
