Date,League,Account,Action,Stash,Item
"16/12/2023 23:51:36","Affliction","ThrarThylnenfallën","modified","$","14× Harbinger's Shard"
"16/12/2023 23:51:35","Affliction","ThrarThylnenfallën","added","G","level 1 16% Energy Blade"
"16/12/2023 23:51:34","Affliction","ThrarThylnenfallën","added","G","level 1 13% Wintertide Brand"
"16/12/2023 23:51:32","Affliction","ThrarThylnenfallën","removed","$","Kalguuran Incubator"
"16/12/2023 23:51:32","Affliction","ThrarThylnenfallën","added","U","2× Noxious Catalyst"
"16/12/2023 23:51:31","Affliction","ThrarThylnenfallën","modified","U","26× Intrinsic Catalyst"
"16/12/2023 23:51:30","Affliction","ThrarThylnenfallën","added","$","Kalguuran Incubator"
"16/12/2023 23:51:30","Affliction","ThrarThylnenfallën","modified","E","5× Screaming Essence of Scorn"
"16/12/2023 23:51:30","Affliction","ThrarThylnenfallën","added","G","level 1 13% Explosive Concoction"
"16/12/2023 23:51:30","Affliction","ThrarThylnenfallën","modified","E","14× Screaming Essence of Loathing"
"16/12/2023 23:51:29","Affliction","ThrarThylnenfallën","modified","D","3× Pristine Fossil"
"16/12/2023 23:51:29","Affliction","ThrarThylnenfallën","modified","$","1831× Orb of Transmutation"
"16/12/2023 23:51:29","Affliction","ThrarThylnenfallën","modified","B","13× Amber Oil"
"16/12/2023 23:51:28","Affliction","ThrarThylnenfallën","modified","D","3× Azure Rage"
"16/12/2023 23:51:28","Affliction","ThrarThylnenfallën","modified","E","15× Screaming Essence of Greed"
"16/12/2023 23:51:27","Affliction","ThrarThylnenfallën","added","G","level 1 13% Faster Attacks Support"
"16/12/2023 23:51:27","Affliction","ThrarThylnenfallën","modified","B","52× Clear Oil"
"16/12/2023 23:51:27","Affliction","ThrarThylnenfallën","modified","$","484× Chromatic Orb"
"16/12/2023 23:51:27","Affliction","ThrarThylnenfallën","added","G","level 1 18% Herald of Thunder"
"16/12/2023 23:51:26","Affliction","ThrarThylnenfallën","modified","$","332× Cartographer's Chisel"
"16/12/2023 23:51:25","Affliction","ThrarThylnenfallën","added","G","level 1 7% Charged Dash"
"16/12/2023 23:51:25","Affliction","ThrarThylnenfallën","modified","E","12× Screaming Essence of Sorrow"
"16/12/2023 23:51:25","Affliction","ThrarThylnenfallën","modified","E","16× Screaming Essence of Wrath"
"16/12/2023 23:51:24","Affliction","ThrarThylnenfallën","modified","E","3× Screaming Essence of Doubt"
"16/12/2023 23:51:24","Affliction","ThrarThylnenfallën","modified","$","17× Exalted Shard"
"16/12/2023 23:51:24","Affliction","ThrarThylnenfallën","modified","$","2120× Orb of Alteration"
"16/12/2023 23:51:23","Affliction","ThrarThylnenfallën","modified","D","2× Parasitic Passengers"
"16/12/2023 23:51:23","Affliction","ThrarThylnenfallën","modified","D","2× The Admirer"
"16/12/2023 23:51:23","Affliction","ThrarThylnenfallën","modified","D","17× The Gambler"
"16/12/2023 23:51:22","Affliction","ThrarThylnenfallën","modified","D","10× Three Faces in the Dark"
"16/12/2023 23:51:22","Affliction","ThrarThylnenfallën","modified","B","9× Azure Oil"
"16/12/2023 23:51:22","Affliction","ThrarThylnenfallën","added","G","level 1 13% Protective Link"
"16/12/2023 23:51:21","Affliction","ThrarThylnenfallën","modified","$","472× Orb of Alchemy"
"16/12/2023 23:51:21","Affliction","ThrarThylnenfallën","added","G","level 1 8% Elemental Focus Support"
"16/12/2023 23:51:20","Affliction","ThrarThylnenfallën","modified","$","1930× Jeweller's Orb"
"16/12/2023 23:51:20","Affliction","ThrarThylnenfallën","modified","F","5× Polished Shaper Scarab"
"16/12/2023 23:51:20","Affliction","ThrarThylnenfallën","added","G","level 1 6% Less Duration Support"
"16/12/2023 23:51:19","Affliction","ThrarThylnenfallën","modified","F","33× Sacrifice at Dusk"
"16/12/2023 23:51:19","Affliction","ThrarThylnenfallën","modified","F","16× Sacrifice at Noon"
"16/12/2023 23:51:18","Affliction","ThrarThylnenfallën","modified","F","18× Rusted Harbinger Scarab"
"16/12/2023 23:51:18","Affliction","ThrarThylnenfallën","modified","D","20× Primitive Chaotic Resonator"
"16/12/2023 23:51:18","Affliction","ThrarThylnenfallën","modified","D","53× Metallic Fossil"
"16/12/2023 23:46:38","Affliction","Without_Milk","modified","$","30× Explorer's Scouting Report"
"16/12/2023 23:46:38","Affliction","Without_Milk","modified","F","13× Rusted Reliquary Scarab"
"16/12/2023 23:46:38","Affliction","Without_Milk","modified","$","48× Lesser Eldritch Ichor"
"16/12/2023 23:46:37","Affliction","Without_Milk","added","M","Lava Chamber Map (T12)"
"16/12/2023 23:46:37","Affliction","Without_Milk","modified","$","486× Blacksmith's Whetstone"
"16/12/2023 23:46:37","Affliction","Without_Milk","added","M","Lava Chamber Map (T12)"
"16/12/2023 23:46:36","Affliction","Without_Milk","modified","$","769× Portal Scroll"
"16/12/2023 23:46:36","Affliction","Without_Milk","added","M","Necropolis Map (T12)"
"16/12/2023 23:46:35","Affliction","Without_Milk","modified","$","1730× Scroll of Wisdom"
"16/12/2023 23:46:34","Affliction","Without_Milk","modified","E","15× Screaming Essence of Wrath"
"16/12/2023 23:46:34","Affliction","Without_Milk","modified","E","17× Screaming Essence of Fear"
"16/12/2023 23:46:34","Affliction","Without_Milk","modified","E","5× Shrieking Essence of Woe"
"16/12/2023 23:46:34","Affliction","Without_Milk","modified","E","5× Shrieking Essence of Torment"
"16/12/2023 23:46:33","Affliction","Without_Milk","modified","$","2117× Orb of Alteration"
"16/12/2023 23:46:33","Affliction","Without_Milk","modified","$","1019× Orb of Augmentation"
"16/12/2023 23:46:33","Affliction","Without_Milk","modified","E","13× Screaming Essence of Greed"
"16/12/2023 23:46:33","Affliction","Without_Milk","added","M","Lava Chamber Map (T12)"
"16/12/2023 23:46:32","Affliction","Without_Milk","modified","$","1929× Jeweller's Orb"
"16/12/2023 23:42:31","Affliction","DrScramble","removed","F","Quicksilver Flask"
"16/12/2023 23:41:56","Affliction","DrScramble","removed","U","Goldrim Leather Cap"
"16/12/2023 23:41:50","Affliction","DrScramble","removed","U","Araku Tiki Coral Amulet"
"16/12/2023 23:41:48","Affliction","DrScramble","removed","U","Doedre's Damning Paua Ring"
"16/12/2023 23:41:46","Affliction","DrScramble","removed","U","Blackheart Iron Ring"
"16/12/2023 23:41:32","Affliction","DrScramble","removed","U","Lifesprig Driftwood Wand"
"16/12/2023 23:41:29","Affliction","DrScramble","removed","U","Lochtonial Caress Iron Gauntlets"
"16/12/2023 23:41:25","Affliction","DrScramble","removed","U","Wanderlust Wool Shoes"
"16/12/2023 23:41:23","Affliction","DrScramble","removed","U","Thousand Ribbons Simple Robe"
"16/12/2023 23:38:23","Affliction","DrScramble","modified","$","1723× Scroll of Wisdom"
"16/12/2023 23:38:20","Affliction","DrScramble","added","F","Quicksilver Flask"
"16/12/2023 23:38:19","Affliction","DrScramble","added","G","level 2 0% Lightning Tendrils"
"16/12/2023 23:38:18","Affliction","DrScramble","added","G","level 2 0% Arcane Surge Support"
"16/12/2023 23:38:17","Affliction","DrScramble","added","G","level 2 0% Fireball"
"16/12/2023 23:38:16","Affliction","DrScramble","modified","$","477× Chromatic Orb"
"16/12/2023 23:38:16","Affliction","DrScramble","modified","$","2103× Orb of Alteration"
"16/12/2023 23:38:14","Affliction","DrScramble","added","U","Lochtonial Caress Iron Gauntlets"
"16/12/2023 23:38:13","Affliction","DrScramble","added","U","Lifesprig Driftwood Wand"
"16/12/2023 23:38:13","Affliction","DrScramble","added","U","Goldrim Leather Cap"
"16/12/2023 23:38:13","Affliction","DrScramble","added","U","Thousand Ribbons Simple Robe"
"16/12/2023 23:38:12","Affliction","DrScramble","added","U","Blackheart Iron Ring"
"16/12/2023 23:38:12","Affliction","DrScramble","added","U","Wanderlust Wool Shoes"
"16/12/2023 23:38:11","Affliction","DrScramble","added","U","Araku Tiki Coral Amulet"
"16/12/2023 23:38:11","Affliction","DrScramble","added","U","Doedre's Damning Paua Ring"
"16/12/2023 23:37:02","Affliction","Without_Milk","removed","M","Profane Secrets Cage Map (T13)"
"16/12/2023 23:37:00","Affliction","ThrarThylnenfallën","added","G","level 1 6% Innervate Support"
"16/12/2023 23:36:59","Affliction","ThrarThylnenfallën","added","M","Superior Maze of the Minotaur Map (T16)"
"16/12/2023 23:36:58","Affliction","ThrarThylnenfallën","modified","$","2102× Orb of Alteration"
"16/12/2023 23:36:58","Affliction","ThrarThylnenfallën","modified","$","331× Cartographer's Chisel"
"16/12/2023 23:36:58","Affliction","ThrarThylnenfallën","modified","$","98× Orb of Unmaking"
"16/12/2023 23:36:58","Affliction","ThrarThylnenfallën","modified","$","118× Orb of Scouring"
"16/12/2023 23:36:57","Affliction","ThrarThylnenfallën","modified","$","61× Awakened Sextant"
"16/12/2023 23:36:57","Affliction","ThrarThylnenfallën","added","M","Glacier Map (T8)"
"16/12/2023 23:36:56","Affliction","ThrarThylnenfallën","added","M","Colosseum Map (T16)"
"16/12/2023 23:36:56","Affliction","ThrarThylnenfallën","added","G","level 1 2% Intensify Support"
"16/12/2023 23:36:55","Affliction","ThrarThylnenfallën","modified","$","237× Orb of Fusing"
"16/12/2023 23:36:55","Affliction","ThrarThylnenfallën","modified","$","1014× Orb of Augmentation"
"16/12/2023 23:36:54","Affliction","ThrarThylnenfallën","modified","$","34× Enkindling Orb"
"16/12/2023 23:36:54","Affliction","ThrarThylnenfallën","modified","$","476× Chromatic Orb"
"16/12/2023 23:36:54","Affliction","ThrarThylnenfallën","modified","$","480× Blacksmith's Whetstone"
"16/12/2023 23:36:54","Affliction","Without_Milk","removed","M","Mud Geyser Map (T13)"
"16/12/2023 23:36:53","Affliction","ThrarThylnenfallën","added","D","The Wolf's Legacy"
"16/12/2023 23:36:53","Affliction","ThrarThylnenfallën","modified","D","4× Boundless Realms"
"16/12/2023 23:36:53","Affliction","ThrarThylnenfallën","modified","D","9× The Body"
"16/12/2023 23:36:52","Affliction","ThrarThylnenfallën","modified","$","469× Orb of Alchemy"
"16/12/2023 23:36:44","Affliction","ThrarThylnenfallën","modified","$","450× Orb of Alchemy"
"16/12/2023 23:36:42","Affliction","Without_Milk","modified","$","74× Orb of Regret"
"16/12/2023 23:36:41","Affliction","Without_Milk","modified","$","762× Portal Scroll"
"16/12/2023 23:36:41","Affliction","Without_Milk","added","M","Orchard Map (T12)"
"16/12/2023 23:36:40","Affliction","Without_Milk","modified","E","13× Screaming Essence of Zeal"
"16/12/2023 23:36:40","Affliction","Without_Milk","modified","$","97× Orb of Unmaking"
"16/12/2023 23:36:40","Affliction","Without_Milk","modified","$","470× Orb of Alchemy"
"16/12/2023 23:36:40","Affliction","Without_Milk","added","M","Promenade Map (T6)"
"16/12/2023 23:36:39","Affliction","Without_Milk","modified","$","117× Orb of Scouring"
"16/12/2023 23:36:39","Affliction","Without_Milk","modified","E","5× Shrieking Essence of Anguish"
"16/12/2023 23:36:39","Affliction","Without_Milk","modified","E","11× Wailing Essence of Woe"
"16/12/2023 23:36:38","Affliction","Without_Milk","modified","$","1720× Scroll of Wisdom"
"16/12/2023 23:36:38","Affliction","Without_Milk","modified","$","1915× Jeweller's Orb"
"16/12/2023 23:36:38","Affliction","Without_Milk","added","M","Burial Chambers Map (T11)"
"16/12/2023 23:36:37","Affliction","Without_Milk","modified","$","207× Chaos Orb"
"16/12/2023 23:36:37","Affliction","Without_Milk","modified","$","1826× Orb of Transmutation"
"16/12/2023 23:33:00","Affliction","DrScramble","removed","U","Goldrim Leather Cap"
"16/12/2023 23:32:38","Affliction","DrScramble","removed","U","Araku Tiki Coral Amulet"
"16/12/2023 23:32:30","Affliction","DrScramble","removed","U","Doedre's Damning Paua Ring"
"16/12/2023 23:32:23","Affliction","DrScramble","removed","U","Blackheart Iron Ring"
"16/12/2023 23:32:16","Affliction","DrScramble","removed","U","Lifesprig Driftwood Wand"
"16/12/2023 23:32:07","Affliction","DrScramble","added","U","String of Servitude Heavy Belt"
"16/12/2023 23:32:00","Affliction","DrScramble","removed","U","String of Servitude Heavy Belt"
"16/12/2023 23:31:51","Affliction","DrScramble","removed","U","Lochtonial Caress Iron Gauntlets"
"16/12/2023 23:31:44","Affliction","DrScramble","removed","U","Wanderlust Wool Shoes"
"16/12/2023 23:31:28","Affliction","DrScramble","removed","U","Thousand Ribbons Simple Robe"
"16/12/2023 23:26:21","Affliction","ThrarThylnenfallën","modified","$","328× Cartographer's Chisel"
"16/12/2023 23:26:20","Affliction","ThrarThylnenfallën","modified","$","467× Orb of Alchemy"
"16/12/2023 23:26:16","Affliction","ThrarThylnenfallën","modified","$","448× Orb of Alchemy"
"16/12/2023 23:26:12","Affliction","ThrarThylnenfallën","modified","$","312× Cartographer's Chisel"
"16/12/2023 23:26:08","Affliction","Without_Milk","added","M","Profane Secrets Cage Map (T13)"
"16/12/2023 23:26:01","Affliction","Without_Milk","removed","M","Necropolis Map (T12)"
"16/12/2023 23:25:50","Affliction","Without_Milk","removed","M","Necropolis Map (T12)"
"16/12/2023 23:25:41","Affliction","Without_Milk","modified","$","96× Orb of Unmaking"
"16/12/2023 23:25:41","Affliction","Without_Milk","modified","$","1705× Scroll of Wisdom"
"16/12/2023 23:25:40","Affliction","Without_Milk","modified","$","1814× Orb of Transmutation"
"16/12/2023 23:25:40","Affliction","Without_Milk","modified","$","1008× Orb of Augmentation"
"16/12/2023 23:25:40","Affliction","Without_Milk","modified","$","2097× Orb of Alteration"
"16/12/2023 23:25:39","Affliction","Without_Milk","modified","$","24× Regal Orb"
"16/12/2023 23:25:39","Affliction","Without_Milk","modified","E","9× Wailing Essence of Hatred"
"16/12/2023 23:25:39","Affliction","Without_Milk","modified","$","1904× Jeweller's Orb"
"16/12/2023 23:25:38","Affliction","Without_Milk","added","M","Burial Chambers Map (T11)"
"16/12/2023 23:25:37","Affliction","Without_Milk","modified","$","743× Portal Scroll"
"16/12/2023 23:25:37","Affliction","Without_Milk","modified","E","6× Shrieking Essence of Spite"
"16/12/2023 23:25:36","Affliction","Without_Milk","modified","$","750× Orb of Chance"
"16/12/2023 23:25:35","Affliction","Without_Milk","modified","$","468× Orb of Alchemy"
"16/12/2023 23:25:35","Affliction","Without_Milk","modified","E","6× Shrieking Essence of Misery"
"16/12/2023 23:25:34","Affliction","Without_Milk","modified","$","116× Orb of Scouring"
"16/12/2023 23:25:34","Affliction","Without_Milk","added","M","Burial Chambers Map (T11)"
"16/12/2023 23:25:34","Affliction","Without_Milk","modified","$","47× Lesser Eldritch Ichor"
"16/12/2023 23:25:33","Affliction","Without_Milk","added","M","Ghetto Map (T11)"
"16/12/2023 23:25:33","Affliction","Without_Milk","modified","$","206× Chaos Orb"
"16/12/2023 23:25:10","Affliction","ThrarThylnenfallën","removed","M","Reef Map (T16)"
"16/12/2023 23:24:31","Affliction","ThrarThylnenfallën","modified","$","332× Cartographer's Chisel"
"16/12/2023 23:24:30","Affliction","ThrarThylnenfallën","added","M","Gardens Map (T12)"
"16/12/2023 23:24:30","Affliction","ThrarThylnenfallën","modified","$","234× Orb of Fusing"
"16/12/2023 23:24:30","Affliction","ThrarThylnenfallën","modified","$","1003× Orb of Augmentation"
"16/12/2023 23:24:29","Affliction","ThrarThylnenfallën","added","M","Cemetery Map (T11)"
"16/12/2023 23:24:29","Affliction","ThrarThylnenfallën","modified","$","115× Orb of Scouring"
"16/12/2023 23:24:29","Affliction","ThrarThylnenfallën","modified","$","21× Lesser Eldritch Ember"
"16/12/2023 23:24:28","Affliction","ThrarThylnenfallën","modified","$","475× Chromatic Orb"
"16/12/2023 23:11:25","Affliction","Without_Milk","added","4","Corvine Charm"
"16/12/2023 23:11:24","Affliction","Without_Milk","added","4","Lupine Charm"
"16/12/2023 23:11:24","Affliction","Without_Milk","added","4","Ursine Charm"
"16/12/2023 23:11:16","Affliction","Without_Milk","modified","D","2× Blind Venture"
"16/12/2023 23:11:16","Affliction","Without_Milk","added","M","Conservatory Map (T3)"
"16/12/2023 23:11:15","Affliction","Without_Milk","modified","$","743× Orb of Chance"
"16/12/2023 23:11:14","Affliction","Without_Milk","modified","$","11× Tainted Armourer's Scrap"
"16/12/2023 23:11:14","Affliction","Without_Milk","modified","$","987× Orb of Augmentation"
"16/12/2023 23:11:14","Affliction","Without_Milk","modified","$","473× Blacksmith's Whetstone"
"16/12/2023 23:11:11","Affliction","Without_Milk","modified","$","1893× Jeweller's Orb"
"16/12/2023 23:11:10","Affliction","Without_Milk","modified","$","4× Tainted Chromatic Orb"
"16/12/2023 23:11:09","Affliction","Without_Milk","modified","$","205× Chaos Orb"
"16/12/2023 23:11:09","Affliction","Without_Milk","modified","$","853× Armourer's Scrap"
"16/12/2023 23:11:07","Affliction","Without_Milk","modified","D","4× Destined to Crumble"
"16/12/2023 23:11:07","Affliction","Without_Milk","modified","D","4× The Scholar"
"16/12/2023 23:11:06","Affliction","Without_Milk","modified","$","4× Tainted Jeweller's Orb"
"16/12/2023 23:11:04","Affliction","Without_Milk","modified","D","16× The Gambler"
"16/12/2023 23:11:04","Affliction","Without_Milk","added","M","Ghetto Map (T11)"
"16/12/2023 23:11:03","Affliction","Without_Milk","modified","$","1687× Scroll of Wisdom"
"16/12/2023 23:11:03","Affliction","Without_Milk","modified","E","11× Screaming Essence of Rage"
"16/12/2023 23:11:02","Affliction","Without_Milk","modified","E","8× Wailing Essence of Fear"
"16/12/2023 23:11:02","Affliction","Without_Milk","modified","E","13× Screaming Essence of Loathing"
"16/12/2023 23:11:02","Affliction","Without_Milk","added","M","Colosseum Map (T12)"
"16/12/2023 23:11:02","Affliction","Without_Milk","added","M","Sepulchre Map (T9)"
"16/12/2023 23:11:01","Affliction","Without_Milk","modified","D","3× Thirst for Knowledge"
"16/12/2023 23:08:23","Affliction","ThrarThylnenfallën","modified","$","114× Orb of Scouring"
"16/12/2023 23:08:23","Affliction","ThrarThylnenfallën","modified","$","467× Orb of Alchemy"
"16/12/2023 23:08:23","Affliction","ThrarThylnenfallën","modified","$","329× Cartographer's Chisel"
"16/12/2023 23:08:17","Affliction","ThrarThylnenfallën","modified","$","85× Orb of Scouring"
"16/12/2023 23:08:10","Affliction","ThrarThylnenfallën","modified","$","449× Orb of Alchemy"
"16/12/2023 23:08:09","Affliction","ThrarThylnenfallën","modified","$","313× Cartographer's Chisel"
"16/12/2023 23:08:07","Affliction","ThrarThylnenfallën","removed","M","Mud Geyser Map (T16)"
"16/12/2023 23:07:50","Affliction","ThrarThylnenfallën","added","$","Omen of Death's Door"
"16/12/2023 23:07:49","Affliction","ThrarThylnenfallën","removed","$","Omen of Death's Door"
"16/12/2023 23:01:07","Affliction","Without_Milk","modified","$","115× Orb of Scouring"
"16/12/2023 23:01:06","Affliction","Without_Milk","modified","$","981× Orb of Augmentation"
"16/12/2023 23:01:06","Affliction","Without_Milk","modified","$","102× Orb of Binding"
"16/12/2023 23:01:06","Affliction","Without_Milk","added","G","level 1 15% Caustic Arrow"
"16/12/2023 23:01:05","Affliction","Without_Milk","modified","$","466× Blacksmith's Whetstone"
"16/12/2023 23:01:05","Affliction","Without_Milk","modified","$","1667× Scroll of Wisdom"
"16/12/2023 23:01:04","Affliction","Without_Milk","modified","F","3× Gilded Cartography Scarab"
"16/12/2023 23:01:04","Affliction","Without_Milk","modified","$","73× Orb of Regret"
"16/12/2023 23:01:04","Affliction","Without_Milk","modified","$","2093× Orb of Alteration"
"16/12/2023 23:01:04","Affliction","Without_Milk","modified","F","5× Gilded Sulphite Scarab"
"16/12/2023 23:01:03","Affliction","Without_Milk","added","M","Glacier Map (T1)"
"16/12/2023 23:01:03","Affliction","Without_Milk","modified","$","204× Chaos Orb"
"16/12/2023 23:01:03","Affliction","Without_Milk","added","M","Thicket Map (T6)"
"16/12/2023 23:01:02","Affliction","Without_Milk","modified","$","230× Orb of Fusing"
"16/12/2023 23:01:02","Affliction","Without_Milk","modified","$","741× Orb of Chance"
"16/12/2023 23:01:02","Affliction","Without_Milk","modified","F","26× Rusted Divination Scarab"
"16/12/2023 23:01:01","Affliction","Without_Milk","modified","$","1886× Jeweller's Orb"
"16/12/2023 23:01:01","Affliction","Without_Milk","modified","E","4× Shrieking Essence of Rage"
"16/12/2023 23:01:01","Affliction","Without_Milk","modified","E","5× Shrieking Essence of Loathing"
"16/12/2023 22:48:13","Affliction","Without_Milk","modified","E","4× Shrieking Essence of Spite"
"16/12/2023 22:48:13","Affliction","Without_Milk","modified","$","1635× Scroll of Wisdom"
"16/12/2023 22:48:13","Affliction","Without_Milk","modified","$","975× Orb of Augmentation"
"16/12/2023 22:48:13","Affliction","Without_Milk","modified","D","15× The Gambler"
"16/12/2023 22:48:12","Affliction","Without_Milk","modified","$","732× Orb of Chance"
"16/12/2023 22:48:12","Affliction","Without_Milk","added","M","Underground Sea Map (T10)"
"16/12/2023 22:48:12","Affliction","Without_Milk","modified","$","227× Orb of Fusing"
"16/12/2023 22:48:11","Affliction","Without_Milk","modified","$","729× Portal Scroll"
"16/12/2023 22:48:11","Affliction","Without_Milk","added","E","2× Shrieking Essence of Greed"
"16/12/2023 22:48:11","Affliction","Without_Milk","modified","E","3× Shrieking Essence of Anguish"
"16/12/2023 22:48:10","Affliction","Without_Milk","modified","$","101× Orb of Binding"
"16/12/2023 22:48:08","Affliction","Without_Milk","added","4","Iron Ring"
"16/12/2023 22:40:20","Affliction","Without_Milk","modified","$","1622× Scroll of Wisdom"
"16/12/2023 22:40:20","Affliction","Without_Milk","modified","D","2× The Porcupine"
"16/12/2023 22:40:19","Affliction","Without_Milk","modified","D","11× Emperor's Luck"
"16/12/2023 22:40:19","Affliction","Without_Milk","modified","E","15× Screaming Essence of Anger"
"16/12/2023 22:40:18","Affliction","Without_Milk","modified","E","3× Shrieking Essence of Hatred"
"16/12/2023 22:40:17","Affliction","Without_Milk","modified","$","2089× Orb of Alteration"
"16/12/2023 22:40:17","Affliction","Without_Milk","modified","F","9× Polished Torment Scarab"
"16/12/2023 22:40:16","Affliction","Without_Milk","modified","F","7× Polished Cartography Scarab"
"16/12/2023 22:40:16","Affliction","Without_Milk","modified","F","4× Gilded Legion Scarab"
"16/12/2023 22:40:15","Affliction","Without_Milk","modified","F","3× Gilded Breach Scarab"
"16/12/2023 22:40:15","Affliction","Without_Milk","modified","F","3× Polished Sulphite Scarab"
"16/12/2023 22:40:12","Affliction","Without_Milk","modified","F","8× Polished Reliquary Scarab"
"16/12/2023 22:40:11","Affliction","Without_Milk","modified","$","1872× Jeweller's Orb"
"16/12/2023 22:40:11","Affliction","Without_Milk","modified","$","969× Orb of Augmentation"
"16/12/2023 22:40:11","Affliction","Without_Milk","modified","D","6× The Scarred Meadow"
"16/12/2023 22:40:10","Affliction","Without_Milk","modified","F","24× Sacrifice at Midnight"
"16/12/2023 22:40:10","Affliction","Without_Milk","modified","F","4× Polished Breach Scarab"
"16/12/2023 22:40:07","Affliction","Without_Milk","modified","F","3× Gilded Blight Scarab"
"16/12/2023 22:40:07","Affliction","Without_Milk","modified","F","3× Polished Abyss Scarab"
"16/12/2023 22:40:07","Affliction","Without_Milk","modified","F","5× Polished Harbinger Scarab"
"16/12/2023 22:40:06","Affliction","Without_Milk","modified","F","4× Gilded Sulphite Scarab"
"16/12/2023 22:40:06","Affliction","Without_Milk","modified","F","8× Polished Ambush Scarab"
"16/12/2023 22:40:05","Affliction","Without_Milk","modified","$","459× Blacksmith's Whetstone"
"16/12/2023 22:40:05","Affliction","Without_Milk","modified","$","103× Glassblower's Bauble"
"16/12/2023 22:40:05","Affliction","Without_Milk","modified","$","1546× Vivid Crystallised Lifeforce"
"16/12/2023 22:40:05","Affliction","Without_Milk","modified","F","3× Gilded Divination Scarab"
"16/12/2023 22:40:04","Affliction","Without_Milk","added","F","2× Polished Divination Scarab"
"16/12/2023 22:40:04","Affliction","Without_Milk","modified","F","3× Gilded Reliquary Scarab"
"16/12/2023 22:40:04","Affliction","Without_Milk","modified","F","4× Polished Expedition Scarab"
"16/12/2023 22:24:43","Affliction","Without_Milk","modified","$","333× Cartographer's Chisel"
"16/12/2023 22:24:29","Affliction","Without_Milk","removed","M","Orchard Map (T12)"
"16/12/2023 22:24:14","Affliction","Without_Milk","removed","M","Necropolis Map (T12)"
"16/12/2023 22:24:09","Affliction","Without_Milk","removed","M","Museum Map (T12)"
"16/12/2023 22:24:08","Affliction","Without_Milk","added","M","Dire Court Museum Map (T12)"
"16/12/2023 22:24:07","Affliction","Without_Milk","removed","M","Dire Court Museum Map (T12)"
"16/12/2023 22:23:49","Affliction","Without_Milk","removed","M","Lava Chamber Map (T12)"
"16/12/2023 22:23:43","Affliction","Without_Milk","removed","M","Dark Keep Basilica Map (T12)"
"16/12/2023 22:23:34","Affliction","Without_Milk","added","E","2× Shrieking Essence of Rage"
"16/12/2023 22:23:34","Affliction","Without_Milk","modified","$","23× Regal Orb"
"16/12/2023 22:23:34","Affliction","Without_Milk","modified","$","2082× Orb of Alteration"
"16/12/2023 22:23:34","Affliction","Without_Milk","added","M","Ramparts Map (T3)"
"16/12/2023 22:23:33","Affliction","Without_Milk","modified","$","1620× Scroll of Wisdom"
"16/12/2023 22:23:33","Affliction","Without_Milk","modified","E","13× Screaming Essence of Anger"
"16/12/2023 22:23:33","Affliction","Without_Milk","modified","E","7× Wailing Essence of Hatred"
"16/12/2023 22:23:32","Affliction","Without_Milk","modified","$","469× Orb of Alchemy"
"16/12/2023 22:23:32","Affliction","Without_Milk","modified","$","962× Orb of Augmentation"
"16/12/2023 22:23:31","Affliction","Without_Milk","modified","$","1865× Jeweller's Orb"
"16/12/2023 22:23:31","Affliction","Without_Milk","modified","$","46× Lesser Eldritch Ichor"
"16/12/2023 22:23:31","Affliction","Without_Milk","modified","$","730× Orb of Chance"
"16/12/2023 22:23:30","Affliction","Without_Milk","modified","$","1809× Orb of Transmutation"
"16/12/2023 22:23:30","Affliction","Without_Milk","added","M","Arena Map (T10)"
"16/12/2023 22:23:30","Affliction","Without_Milk","modified","$","2062× Orb of Alteration"
"16/12/2023 22:23:30","Affliction","Without_Milk","added","M","Grotto Map (T4)"
"16/12/2023 22:16:11","Affliction","Without_Milk","added","4","Ruby Ring"
"16/12/2023 22:16:07","Affliction","Without_Milk","modified","D","6× Glimmer of Hope"
"16/12/2023 22:16:07","Affliction","Without_Milk","modified","$","1863× Jeweller's Orb"
"16/12/2023 22:16:06","Affliction","Without_Milk","added","D","The Catalyst"
"16/12/2023 22:16:05","Affliction","Without_Milk","added","G","level 1 14% Discharge"
"16/12/2023 22:16:04","Affliction","Without_Milk","modified","$","84× Instilling Orb"
"16/12/2023 22:16:04","Affliction","Without_Milk","modified","$","728× Orb of Chance"
"16/12/2023 22:16:03","Affliction","Without_Milk","modified","D","2× Society's Remorse"
"16/12/2023 22:16:03","Affliction","Without_Milk","modified","$","848× Armourer's Scrap"
"16/12/2023 22:16:03","Affliction","Without_Milk","modified","E","10× Wailing Essence of Sorrow"
"16/12/2023 22:16:02","Affliction","Without_Milk","modified","$","2055× Orb of Alteration"
"16/12/2023 22:16:02","Affliction","Without_Milk","modified","D","2× Thirst for Knowledge"
"16/12/2023 22:16:02","Affliction","Without_Milk","modified","$","722× Portal Scroll"
"16/12/2023 22:16:01","Affliction","Without_Milk","modified","$","1603× Scroll of Wisdom"
"16/12/2023 22:16:01","Affliction","Without_Milk","added","M","Arena Map (T10)"
"16/12/2023 22:16:01","Affliction","Without_Milk","modified","$","1803× Orb of Transmutation"
"16/12/2023 22:16:00","Affliction","Without_Milk","modified","D","5× Dark Temptation"
"16/12/2023 22:16:00","Affliction","Without_Milk","modified","$","29× Explorer's Scouting Report"
"16/12/2023 22:16:00","Affliction","Without_Milk","modified","E","9× Screaming Essence of Contempt"
"16/12/2023 22:16:00","Affliction","Without_Milk","added","M","Crater Map (T10)"
"16/12/2023 22:15:59","Affliction","Without_Milk","modified","$","1578× Scroll of Wisdom"
